('There is a aardvark in indiana.', 'A aardvark can be found in purdue university.', False)
("Aarika doesn't like drinking in chicago.", "Aarika doesn't like chicago.", False)
("Aarika doesn't like drinking in chicago.", 'Aarika likes drinking in chicago.', False)
("Aarika doesn't like drinking in paris.", "Aarika doesn't like drinking.", False)
("Aarika doesn't like drinking in paris.", "Aarika doesn't like paris.", False)
("Aarika doesn't like drinking in paris.", 'Aarika likes drinking in paris.', False)
("Aarika doesn't like drinking in new york.", "Aarika doesn't like drinking.", False)
("Aarika doesn't like drinking in new york.", "Aarika doesn't like new york.", False)
("Aarika doesn't like drinking in new york.", 'Aarika likes drinking in new york.', False)
("Aarika doesn't like drinking in london.", "Aarika doesn't like drinking.", False)
("Aarika doesn't like drinking in london.", "Aarika doesn't like london.", False)
("Aarika doesn't like drinking in london.", 'Aarika likes drinking in london.', False)
("Aarika doesn't like drinking in michigan.", "Aarika doesn't like drinking.", False)
("Aarika doesn't like drinking in michigan.", "Aarika doesn't like michigan.", False)
("Aarika doesn't like drinking in michigan.", 'Aarika likes drinking in michigan.', False)
("Aarika doesn't like drinking in hong kong.", "Aarika doesn't like drinking.", False)
("Aarika doesn't like drinking in hong kong.", "Aarika doesn't like hong kong.", False)
("Aarika doesn't like drinking in hong kong.", 'Aarika likes drinking in hong kong.', False)
("Aarika doesn't like drinking in san francisco.", "Aarika doesn't like drinking.", False)
("Aarika doesn't like drinking in san francisco.", "Aarika doesn't like san francisco.", False)
("Aarika doesn't like drinking in san francisco.", 'Aarika likes drinking in san francisco.', False)
("Aarika doesn't like drawing in indiana.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in indiana.", "Aarika doesn't like indiana.", False)
("Aarika doesn't like drawing in indiana.", 'Aarika likes drawing in indiana.', False)
("Aarika doesn't like drawing in purdue university.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in purdue university.", "Aarika doesn't like purdue university.", False)
("Aarika doesn't like drawing in purdue university.", 'Aarika likes drawing in purdue university.', False)
("Aarika doesn't like drawing in chicago.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in chicago.", "Aarika doesn't like chicago.", False)
("Aarika doesn't like drawing in chicago.", 'Aarika likes drawing in chicago.', False)
("Aarika doesn't like drawing in paris.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in paris.", "Aarika doesn't like paris.", False)
("Aarika doesn't like drawing in paris.", 'Aarika likes drawing in paris.', False)
("Aarika doesn't like drawing in new york.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in new york.", "Aarika doesn't like new york.", False)
("Aarika doesn't like drawing in new york.", 'Aarika likes drawing in new york.', False)
("Aarika doesn't like drawing in london.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in london.", "Aarika doesn't like london.", False)
("Aarika doesn't like drawing in london.", 'Aarika likes drawing in london.', False)
("Aarika doesn't like drawing in michigan.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in michigan.", "Aarika doesn't like michigan.", False)
("Aarika doesn't like drawing in michigan.", 'Aarika likes drawing in michigan.', False)
("Aarika doesn't like drawing in hong kong.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in hong kong.", "Aarika doesn't like hong kong.", False)
("Aarika doesn't like drawing in hong kong.", 'Aarika likes drawing in hong kong.', False)
("Aarika doesn't like drawing in san francisco.", "Aarika doesn't like drawing.", False)
("Aarika doesn't like drawing in san francisco.", "Aarika doesn't like san francisco.", False)
("Aarika doesn't like drawing in san francisco.", 'Aarika likes drawing in san francisco.', False)
("Aarika doesn't like sculpting in indiana.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in indiana.", "Aarika doesn't like indiana.", False)
("Aarika doesn't like sculpting in indiana.", 'Aarika likes sculpting in indiana.', False)
("Aarika doesn't like sculpting in purdue university.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in purdue university.", "Aarika doesn't like purdue university.", False)
("Aarika doesn't like sculpting in purdue university.", 'Aarika likes sculpting in purdue university.', False)
("Aarika doesn't like sculpting in chicago.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in chicago.", "Aarika doesn't like chicago.", False)
("Aarika doesn't like sculpting in chicago.", 'Aarika likes sculpting in chicago.', False)
("Aarika doesn't like sculpting in paris.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in paris.", "Aarika doesn't like paris.", False)
("Aarika doesn't like sculpting in paris.", 'Aarika likes sculpting in paris.', False)
("Aarika doesn't like sculpting in new york.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in new york.", "Aarika doesn't like new york.", False)
("Aarika doesn't like sculpting in new york.", 'Aarika likes sculpting in new york.', False)
("Aarika doesn't like sculpting in london.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in london.", "Aarika doesn't like london.", False)
("Aarika doesn't like sculpting in london.", 'Aarika likes sculpting in london.', False)
("Aarika doesn't like sculpting in michigan.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in michigan.", "Aarika doesn't like michigan.", False)
("Aarika doesn't like sculpting in michigan.", 'Aarika likes sculpting in michigan.', False)
("Aarika doesn't like sculpting in hong kong.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in hong kong.", "Aarika doesn't like hong kong.", False)
("Aarika doesn't like sculpting in hong kong.", 'Aarika likes sculpting in hong kong.', False)
("Aarika doesn't like sculpting in san francisco.", "Aarika doesn't like sculpting.", False)
("Aarika doesn't like sculpting in san francisco.", "Aarika doesn't like san francisco.", False)
("Aarika doesn't like sculpting in san francisco.", 'Aarika likes sculpting in san francisco.', False)
("Aarika doesn't like painting in indiana.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in indiana.", "Aarika doesn't like indiana.", False)
("Aarika doesn't like painting in indiana.", 'Aarika likes painting in indiana.', False)
("Aarika doesn't like painting in purdue university.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in purdue university.", "Aarika doesn't like purdue university.", False)
("Aarika doesn't like painting in purdue university.", 'Aarika likes painting in purdue university.', False)
("Aarika doesn't like painting in chicago.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in chicago.", "Aarika doesn't like chicago.", False)
("Aarika doesn't like painting in chicago.", 'Aarika likes painting in chicago.', False)
("Aarika doesn't like painting in paris.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in paris.", "Aarika doesn't like paris.", False)
("Aarika doesn't like painting in paris.", 'Aarika likes painting in paris.', False)
("Aarika doesn't like painting in new york.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in new york.", "Aarika doesn't like new york.", False)
("Aarika doesn't like painting in new york.", 'Aarika likes painting in new york.', False)
("Aarika doesn't like painting in london.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in london.", "Aarika doesn't like london.", False)
("Aarika doesn't like painting in london.", 'Aarika likes painting in london.', False)
("Aarika doesn't like painting in michigan.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in michigan.", "Aarika doesn't like michigan.", False)
("Aarika doesn't like painting in michigan.", 'Aarika likes painting in michigan.', False)
("Aarika doesn't like painting in hong kong.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in hong kong.", "Aarika doesn't like hong kong.", False)
("Aarika doesn't like painting in hong kong.", 'Aarika likes painting in hong kong.', False)
("Aarika doesn't like painting in san francisco.", "Aarika doesn't like painting.", False)
("Aarika doesn't like painting in san francisco.", "Aarika doesn't like san francisco.", False)
("Aarika doesn't like painting in san francisco.", 'Aarika likes painting in san francisco.', False)
("Aarika doesn't like reading in indiana.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in indiana.", "Aarika doesn't like indiana.", False)
("Aarika doesn't like reading in indiana.", 'Aarika likes reading in indiana.', False)
("Aarika doesn't like reading in purdue university.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in purdue university.", "Aarika doesn't like purdue university.", False)
("Aarika doesn't like reading in purdue university.", 'Aarika likes reading in purdue university.', False)
("Aarika doesn't like reading in chicago.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in chicago.", "Aarika doesn't like chicago.", False)
("Aarika doesn't like reading in chicago.", 'Aarika likes reading in chicago.', False)
("Aarika doesn't like reading in paris.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in paris.", "Aarika doesn't like paris.", False)
("Aarika doesn't like reading in paris.", 'Aarika likes reading in paris.', False)
("Aarika doesn't like reading in new york.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in new york.", "Aarika doesn't like new york.", False)
("Aarika doesn't like reading in new york.", 'Aarika likes reading in new york.', False)
("Aarika doesn't like reading in london.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in london.", "Aarika doesn't like london.", False)
("Aarika doesn't like reading in london.", 'Aarika likes reading in london.', False)
("Aarika doesn't like reading in michigan.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in michigan.", "Aarika doesn't like michigan.", False)
("Aarika doesn't like reading in michigan.", 'Aarika likes reading in michigan.', False)
("Aarika doesn't like reading in hong kong.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in hong kong.", "Aarika doesn't like hong kong.", False)
("Aarika doesn't like reading in hong kong.", 'Aarika likes reading in hong kong.', False)
("Aarika doesn't like reading in san francisco.", "Aarika doesn't like reading.", False)
("Aarika doesn't like reading in san francisco.", "Aarika doesn't like san francisco.", False)
("Aarika doesn't like reading in san francisco.", 'Aarika likes reading in san francisco.', False)
("Aarika doesn't like writing in indiana.", "Aarika doesn't like writing.", False)
("Aarika doesn't like writing in indiana.", "Aarika doesn't like indiana.", False)
