('There is not a rock & roll album in colorado.', 'There is not a music album in colorado.', False)
('The medical student only has a lifeform and a echidna.', 'The medical student has two echidnas.', False)
('The sub-postmistress only has a eukaryote and a echidna.', 'The sub-postmistress has two echidnas.', False)
('The english teacher only has a animal and a echidna.', 'The english teacher has two echidnas.', False)
('The locksmith only has a lifeform and a eel.', 'The locksmith has two eels.', False)
('The shop manager only has a eukaryote and a eel.', 'The shop manager has two eels.', False)
('The insurance agent only has a animal and a eel.', 'The insurance agent has two eels.', False)
('The microbiologist only has a lifeform and a eland.', 'The microbiologist has two elands.', False)
('The farmer only has a eukaryote and a eland.', 'The farmer has two elands.', False)
('The interior designer only has a animal and a eland.', 'The interior designer has two elands.', False)
('The chiropodist only has a lifeform and a elephant.', 'The chiropodist has two elephants.', False)
('The advertising assistant only has a eukaryote and a elephant.', 'The advertising assistant has two elephants.', False)
('The induction moulder only has a animal and a elephant.', 'The induction moulder has two elephants.', False)
('The graphic designer only has a lifeform and a elk.', 'The graphic designer has two elks.', False)
('The lecturer only has a eukaryote and a elk.', 'The lecturer has two elks.', False)
('The tractor driver only has a animal and a elk.', 'The tractor driver has two elks.', False)
('The metal dealer only has a lifeform and a emu.', 'The metal dealer has two emus.', False)
('The rug maker only has a eukaryote and a emu.', 'The rug maker has two emus.', False)
('The advertising executive only has a animal and a emu.', 'The advertising executive has two emus.', False)
('The hearing therapist only has a lifeform and a falcon.', 'The hearing therapist has two falcons.', False)
('The hod carrier only has a eukaryote and a falcon.', 'The hod carrier has two falcons.', False)
('The bricklayer only has a animal and a falcon.', 'The bricklayer has two falcons.', False)
('The security controller only has a lifeform and a ferret.', 'The security controller has two ferrets.', False)
('The resin caster only has a eukaryote and a ferret.', 'The resin caster has two ferrets.', False)
('The research consultant only has a animal and a ferret.', 'The research consultant has two ferrets.', False)
('The nuclear scientist only has a lifeform and a finch.', 'The nuclear scientist has two finchs.', False)
('The english teacher only has a eukaryote and a finch.', 'The english teacher has two finchs.', False)
('The ground worker only has a animal and a finch.', 'The ground worker has two finchs.', False)
('The off shore only has a lifeform and a fish.', 'The off shore has two fishs.', False)
('The stationer only has a eukaryote and a fish.', 'The stationer has two fishs.', False)
('The caterer only has a animal and a fish.', 'The caterer has two fishs.', False)
('The zoologist only has a lifeform and a flamingo.', 'The zoologist has two flamingos.', False)
('The ornamental only has a eukaryote and a flamingo.', 'The ornamental has two flamingos.', False)
('The hospital worker only has a animal and a flamingo.', 'The hospital worker has two flamingos.', False)
('The cable contractor only has a lifeform and a fly.', 'The cable contractor has two flys.', False)
('The tanner only has a eukaryote and a fly.', 'The tanner has two flys.', False)
('The cafe owner only has a animal and a fly.', 'The cafe owner has two flys.', False)
('The barrister only has a lifeform and a fox.', 'The barrister has two foxs.', False)
('The bus valeter only has a eukaryote and a fox.', 'The bus valeter has two foxs.', False)
('The hospital warden only has a animal and a fox.', 'The hospital warden has two foxs.', False)
('The quality technician only has a lifeform and a frog.', 'The quality technician has two frogs.', False)
('The accounts assistant only has a eukaryote and a frog.', 'The accounts assistant has two frogs.', False)
('The travel consultant only has a animal and a frog.', 'The travel consultant has two frogs.', False)
('The health visitor only has a lifeform and a gaur.', 'The health visitor has two gaurs.', False)
('The leaflet distributor only has a eukaryote and a gaur.', 'The leaflet distributor has two gaurs.', False)
('The ledger clerk only has a animal and a gaur.', 'The ledger clerk has two gaurs.', False)
('The television producer only has a lifeform and a gazelle.', 'The television producer has two gazelles.', False)
('The matron only has a eukaryote and a gazelle.', 'The matron has two gazelles.', False)
('The stage hand only has a animal and a gazelle.', 'The stage hand has two gazelles.', False)
('The boat builder only has a lifeform and a gerbil.', 'The boat builder has two gerbils.', False)
('The wood worker only has a eukaryote and a gerbil.', 'The wood worker has two gerbils.', False)
('The welder only has a animal and a gerbil.', 'The welder has two gerbils.', False)
('The roadworker only has a lifeform and a giraffe.', 'The roadworker has two giraffes.', False)
('The acoustic engineer only has a eukaryote and a giraffe.', 'The acoustic engineer has two giraffes.', False)
('The product installer only has a animal and a giraffe.', 'The product installer has two giraffes.', False)
('The building engineer only has a lifeform and a gnat.', 'The building engineer has two gnats.', False)
('The lock keeper only has a eukaryote and a gnat.', 'The lock keeper has two gnats.', False)
('The homeworker only has a animal and a gnat.', 'The homeworker has two gnats.', False)
('The golf caddy only has a lifeform and a gnu.', 'The golf caddy has two gnus.', False)
('The airport controller only has a eukaryote and a gnu.', 'The airport controller has two gnus.', False)
('The telesales person only has a animal and a gnu.', 'The telesales person has two gnus.', False)
('The legal assistant only has a lifeform and a goat.', 'The legal assistant has two goats.', False)
('The hosiery worker only has a eukaryote and a goat.', 'The hosiery worker has two goats.', False)
('The osteopath only has a animal and a goat.', 'The osteopath has two goats.', False)
('The seamstress only has a lifeform and a goldfinch.', 'The seamstress has two goldfinchs.', False)
('The interviewer only has a eukaryote and a goldfinch.', 'The interviewer has two goldfinchs.', False)
('The janitor only has a animal and a goldfinch.', 'The janitor has two goldfinchs.', False)
('The patent attorney only has a lifeform and a goldfish.', 'The patent attorney has two goldfishs.', False)
('The bakery manager only has a eukaryote and a goldfish.', 'The bakery manager has two goldfishs.', False)
('The massage therapist only has a animal and a goldfish.', 'The massage therapist has two goldfishs.', False)
('The almoner only has a lifeform and a goose.', 'The almoner has two gooses.', False)
('The chambermaid only has a eukaryote and a goose.', 'The chambermaid has two gooses.', False)
('The school crossing only has a animal and a goose.', 'The school crossing has two gooses.', False)
('The gas fitter only has a lifeform and a gorilla.', 'The gas fitter has two gorillas.', False)
('The trichologist only has a eukaryote and a gorilla.', 'The trichologist has two gorillas.', False)
('The piano tuner only has a animal and a gorilla.', 'The piano tuner has two gorillas.', False)
('The train driver only has a lifeform and a goshawk.', 'The train driver has two goshawks.', False)
('The sound engineer only has a eukaryote and a goshawk.', 'The sound engineer has two goshawks.', False)
('The nuclear scientist only has a animal and a goshawk.', 'The nuclear scientist has two goshawks.', False)
('The revenue officer only has a lifeform and a grasshopper.', 'The revenue officer has two grasshoppers.', False)
