('neighborhoods are found in cities.', 'neighborhoods contain cities', True)
('Some psychoanalysts says cities consists of neighborhoods.', 'psychoanalysts says cities are composed of neighborhoods', True)
('Some psychologists says cities consists of neighborhoods.', 'psychologists says cities are composed of neighborhoods', True)
('Some psychotherapists says cities consists of neighborhoods.', 'psychotherapists says cities are composed of neighborhoods', True)
('Some public house managers says cities consists of neighborhoods.', 'public house managers says cities are composed of neighborhoods', True)
('Some public relations of?cers says cities consists of neighborhoods.', 'public relations of?cers says cities are composed of neighborhoods', True)
('Some publicans says cities consists of neighborhoods.', 'publicans says cities are composed of neighborhoods', True)
('Some publicity managers says cities consists of neighborhoods.', 'publicity managers says cities are composed of neighborhoods', True)
('Some publishers says cities consists of neighborhoods.', 'publishers says cities are composed of neighborhoods', True)
('Some publishing managers says cities consists of neighborhoods.', 'publishing managers says cities are composed of neighborhoods', True)
('Some purchase clerks says cities consists of neighborhoods.', 'purchase clerks says cities are composed of neighborhoods', True)
('Some purchase ledger clerks says cities consists of neighborhoods.', 'purchase ledger clerks says cities are composed of neighborhoods', True)
('Some purchasing assistants says cities consists of neighborhoods.', 'purchasing assistants says cities are composed of neighborhoods', True)
('Some purchasing managers says cities consists of neighborhoods.', 'purchasing managers says cities are composed of neighborhoods', True)
('Some pursers says cities consists of neighborhoods.', 'pursers says cities are composed of neighborhoods', True)
('Some quality controllers says cities consists of neighborhoods.', 'quality controllers says cities are composed of neighborhoods', True)
('Some quality engineers says cities consists of neighborhoods.', 'quality engineers says cities are composed of neighborhoods', True)
('Some quality inspectors says cities consists of neighborhoods.', 'quality inspectors says cities are composed of neighborhoods', True)
('Some quality managers says cities consists of neighborhoods.', 'quality managers says cities are composed of neighborhoods', True)
('Some quality technicians says cities consists of neighborhoods.', 'quality technicians says cities are composed of neighborhoods', True)
('Some quantity surveyors says cities consists of neighborhoods.', 'quantity surveyors says cities are composed of neighborhoods', True)
('Some quarry workers says cities consists of neighborhoods.', 'quarry workers says cities are composed of neighborhoods', True)
('Some racehorse grooms says cities consists of neighborhoods.', 'racehorse grooms says cities are composed of neighborhoods', True)
('Some racing organisers says cities consists of neighborhoods.', 'racing organisers says cities are composed of neighborhoods', True)
('Some radio controllers says cities consists of neighborhoods.', 'radio controllers says cities are composed of neighborhoods', True)
('Some radio directors says cities consists of neighborhoods.', 'radio directors says cities are composed of neighborhoods', True)
('Some radio engineers says cities consists of neighborhoods.', 'radio engineers says cities are composed of neighborhoods', True)
('Some radio operators says cities consists of neighborhoods.', 'radio operators says cities are composed of neighborhoods', True)
('Some radio presenters says cities consists of neighborhoods.', 'radio presenters says cities are composed of neighborhoods', True)
('Some radio producers says cities consists of neighborhoods.', 'radio producers says cities are composed of neighborhoods', True)
('Some radiographers says cities consists of neighborhoods.', 'radiographers says cities are composed of neighborhoods', True)
('Some radiologists says cities consists of neighborhoods.', 'radiologists says cities are composed of neighborhoods', True)
('Some rally drivers says cities consists of neighborhoods.', 'rally drivers says cities are composed of neighborhoods', True)
('Some receptionists says cities consists of neighborhoods.', 'receptionists says cities are composed of neighborhoods', True)
('Some recorders says cities consists of neighborhoods.', 'recorders says cities are composed of neighborhoods', True)
('Some records supervisors says cities consists of neighborhoods.', 'records supervisors says cities are composed of neighborhoods', True)
('Some recovery vehicle coordinators says cities consists of neighborhoods.', 'recovery vehicle coordinators says cities are composed of neighborhoods', True)
('Some recreationals says cities consists of neighborhoods.', 'recreationals says cities are composed of neighborhoods', True)
('Some recruitment consultants says cities consists of neighborhoods.', 'recruitment consultants says cities are composed of neighborhoods', True)
('Some rectors says cities consists of neighborhoods.', 'rectors says cities are composed of neighborhoods', True)
