('A automobile is a vehicle.', 'A automobile is a vehicle.', True)
('A hornet is a animal.', 'A hornet is a animal.', True)
('A horse is a lifeform.', 'A horse is a lifeform.', True)
('A horse is a eukaryote.', 'A horse is a eukaryote.', True)
('A horse is a animal.', 'A horse is a animal.', True)
('A human is a lifeform.', 'A human is a lifeform.', True)
('A human is a eukaryote.', 'A human is a eukaryote.', True)
('A human is a animal.', 'A human is a animal.', True)
('A hummingbird is a lifeform.', 'A hummingbird is a lifeform.', True)
('A hummingbird is a eukaryote.', 'A hummingbird is a eukaryote.', True)
('A hummingbird is a animal.', 'A hummingbird is a animal.', True)
('A hyena is a lifeform.', 'A hyena is a lifeform.', True)
('A hyena is a eukaryote.', 'A hyena is a eukaryote.', True)
('A hyena is a animal.', 'A hyena is a animal.', True)
('A ibex is a lifeform.', 'A ibex is a lifeform.', True)
('A ibex is a eukaryote.', 'A ibex is a eukaryote.', True)
('A ibex is a animal.', 'A ibex is a animal.', True)
('A ibis is a lifeform.', 'A ibis is a lifeform.', True)
('A ibis is a eukaryote.', 'A ibis is a eukaryote.', True)
('A ibis is a animal.', 'A ibis is a animal.', True)
('A jackal is a lifeform.', 'A jackal is a lifeform.', True)
('A jackal is a eukaryote.', 'A jackal is a eukaryote.', True)
('A jackal is a animal.', 'A jackal is a animal.', True)
('A jaguar is a lifeform.', 'A jaguar is a lifeform.', True)
('A jaguar is a eukaryote.', 'A jaguar is a eukaryote.', True)
('A jaguar is a animal.', 'A jaguar is a animal.', True)
('A jay is a lifeform.', 'A jay is a lifeform.', True)
('A jay is a eukaryote.', 'A jay is a eukaryote.', True)
('A jay is a animal.', 'A jay is a animal.', True)
('A jellyfish is a lifeform.', 'A jellyfish is a lifeform.', True)
('A jellyfish is a eukaryote.', 'A jellyfish is a eukaryote.', True)
('A jellyfish is a animal.', 'A jellyfish is a animal.', True)
('A kangaroo is a lifeform.', 'A kangaroo is a lifeform.', True)
('A kangaroo is a eukaryote.', 'A kangaroo is a eukaryote.', True)
('A kangaroo is a animal.', 'A kangaroo is a animal.', True)
('A kingfisher is a lifeform.', 'A kingfisher is a lifeform.', True)
('A kingfisher is a eukaryote.', 'A kingfisher is a eukaryote.', True)
('A kingfisher is a animal.', 'A kingfisher is a animal.', True)
('A koala is a lifeform.', 'A koala is a lifeform.', True)
('A koala is a eukaryote.', 'A koala is a eukaryote.', True)
('A koala is a animal.', 'A koala is a animal.', True)
('A kookabura is a lifeform.', 'A kookabura is a lifeform.', True)
('A kookabura is a eukaryote.', 'A kookabura is a eukaryote.', True)
('A kookabura is a animal.', 'A kookabura is a animal.', True)
('A kouprey is a lifeform.', 'A kouprey is a lifeform.', True)
('A kouprey is a eukaryote.', 'A kouprey is a eukaryote.', True)
('A kouprey is a animal.', 'A kouprey is a animal.', True)
('A kudu is a lifeform.', 'A kudu is a lifeform.', True)
('A kudu is a eukaryote.', 'A kudu is a eukaryote.', True)
('A kudu is a animal.', 'A kudu is a animal.', True)
('A lapwing is a lifeform.', 'A lapwing is a lifeform.', True)
('A lapwing is a eukaryote.', 'A lapwing is a eukaryote.', True)
('A lapwing is a animal.', 'A lapwing is a animal.', True)
('A lark is a lifeform.', 'A lark is a lifeform.', True)
('A lark is a eukaryote.', 'A lark is a eukaryote.', True)
('A lark is a animal.', 'A lark is a animal.', True)
('A lemur is a lifeform.', 'A lemur is a lifeform.', True)
('A lemur is a eukaryote.', 'A lemur is a eukaryote.', True)
('A lemur is a animal.', 'A lemur is a animal.', True)
('A leopard is a lifeform.', 'A leopard is a lifeform.', True)
('A leopard is a eukaryote.', 'A leopard is a eukaryote.', True)
('A leopard is a animal.', 'A leopard is a animal.', True)
('A lion is a lifeform.', 'A lion is a lifeform.', True)
('A lion is a eukaryote.', 'A lion is a eukaryote.', True)
('A lion is a animal.', 'A lion is a animal.', True)
('A llama is a lifeform.', 'A llama is a lifeform.', True)
('A llama is a eukaryote.', 'A llama is a eukaryote.', True)
('A llama is a animal.', 'A llama is a animal.', True)
('A lobster is a lifeform.', 'A lobster is a lifeform.', True)
('A lobster is a eukaryote.', 'A lobster is a eukaryote.', True)
('A lobster is a animal.', 'A lobster is a animal.', True)
('A locust is a lifeform.', 'A locust is a lifeform.', True)
('A locust is a eukaryote.', 'A locust is a eukaryote.', True)
('A locust is a animal.', 'A locust is a animal.', True)
('A loris is a lifeform.', 'A loris is a lifeform.', True)
('A loris is a eukaryote.', 'A loris is a eukaryote.', True)
('A loris is a animal.', 'A loris is a animal.', True)
('A louse is a lifeform.', 'A louse is a lifeform.', True)
('A louse is a eukaryote.', 'A louse is a eukaryote.', True)
('A louse is a animal.', 'A louse is a animal.', True)
('A lyrebird is a lifeform.', 'A lyrebird is a lifeform.', True)
('A lyrebird is a eukaryote.', 'A lyrebird is a eukaryote.', True)
('A lyrebird is a animal.', 'A lyrebird is a animal.', True)
('A magpie is a lifeform.', 'A magpie is a lifeform.', True)
('A magpie is a eukaryote.', 'A magpie is a eukaryote.', True)
('A magpie is a animal.', 'A magpie is a animal.', True)
('A mallard is a lifeform.', 'A mallard is a lifeform.', True)
('A mallard is a eukaryote.', 'A mallard is a eukaryote.', True)
('A mallard is a animal.', 'A mallard is a animal.', True)
('A manatee is a lifeform.', 'A manatee is a lifeform.', True)
('A manatee is a eukaryote.', 'A manatee is a eukaryote.', True)
('A manatee is a animal.', 'A manatee is a animal.', True)
('A mandrill is a lifeform.', 'A mandrill is a lifeform.', True)
('A mandrill is a eukaryote.', 'A mandrill is a eukaryote.', True)
('A mandrill is a animal.', 'A mandrill is a animal.', True)
('A mantis is a lifeform.', 'A mantis is a lifeform.', True)
('A mantis is a eukaryote.', 'A mantis is a eukaryote.', True)
('A mantis is a animal.', 'A mantis is a animal.', True)
('A marten is a lifeform.', 'A marten is a lifeform.', True)
('A marten is a eukaryote.', 'A marten is a eukaryote.', True)
('A marten is a animal.', 'A marten is a animal.', True)
('A meerkat is a lifeform.', 'A meerkat is a lifeform.', True)
('A meerkat is a eukaryote.', 'A meerkat is a eukaryote.', True)
('A meerkat is a animal.', 'A meerkat is a animal.', True)
('A mink is a lifeform.', 'A mink is a lifeform.', True)
('A mink is a eukaryote.', 'A mink is a eukaryote.', True)
('A mink is a animal.', 'A mink is a animal.', True)
('A mole is a lifeform.', 'A mole is a lifeform.', True)
('A mole is a eukaryote.', 'A mole is a eukaryote.', True)
('A mole is a animal.', 'A mole is a animal.', True)
('A mongoose is a lifeform.', 'A mongoose is a lifeform.', True)
('A mongoose is a eukaryote.', 'A mongoose is a eukaryote.', True)
('A mongoose is a animal.', 'A mongoose is a animal.', True)
('A monkey is a lifeform.', 'A monkey is a lifeform.', True)
('A monkey is a eukaryote.', 'A monkey is a eukaryote.', True)
('A monkey is a animal.', 'A monkey is a animal.', True)
('A moose is a lifeform.', 'A moose is a lifeform.', True)
('A moose is a eukaryote.', 'A moose is a eukaryote.', True)
('A moose is a animal.', 'A moose is a animal.', True)
('A mosquito is a lifeform.', 'A mosquito is a lifeform.', True)
('A mosquito is a eukaryote.', 'A mosquito is a eukaryote.', True)
('A mosquito is a animal.', 'A mosquito is a animal.', True)
('A mouse is a lifeform.', 'A mouse is a lifeform.', True)
('A mouse is a eukaryote.', 'A mouse is a eukaryote.', True)
('A mouse is a animal.', 'A mouse is a animal.', True)
('A mule is a lifeform.', 'A mule is a lifeform.', True)
('A mule is a eukaryote.', 'A mule is a eukaryote.', True)
('A mule is a animal.', 'A mule is a animal.', True)
('A narwhal is a lifeform.', 'A narwhal is a lifeform.', True)
('A narwhal is a eukaryote.', 'A narwhal is a eukaryote.', True)
('A narwhal is a animal.', 'A narwhal is a animal.', True)
('A newt is a lifeform.', 'A newt is a lifeform.', True)
('A newt is a eukaryote.', 'A newt is a eukaryote.', True)
('A newt is a animal.', 'A newt is a animal.', True)
('A nightingale is a lifeform.', 'A nightingale is a lifeform.', True)
('A nightingale is a eukaryote.', 'A nightingale is a eukaryote.', True)
('A nightingale is a animal.', 'A nightingale is a animal.', True)
('A octopus is a lifeform.', 'A octopus is a lifeform.', True)
('A octopus is a eukaryote.', 'A octopus is a eukaryote.', True)
('A octopus is a animal.', 'A octopus is a animal.', True)
('A okapi is a lifeform.', 'A okapi is a lifeform.', True)
('A okapi is a eukaryote.', 'A okapi is a eukaryote.', True)
('A okapi is a animal.', 'A okapi is a animal.', True)
('A opossum is a lifeform.', 'A opossum is a lifeform.', True)
('A opossum is a eukaryote.', 'A opossum is a eukaryote.', True)
('A opossum is a animal.', 'A opossum is a animal.', True)
('A oryx is a lifeform.', 'A oryx is a lifeform.', True)
('A oryx is a eukaryote.', 'A oryx is a eukaryote.', True)
('A oryx is a animal.', 'A oryx is a animal.', True)
('A ostrich is a lifeform.', 'A ostrich is a lifeform.', True)
('A ostrich is a eukaryote.', 'A ostrich is a eukaryote.', True)
('A ostrich is a animal.', 'A ostrich is a animal.', True)
('A otter is a lifeform.', 'A otter is a lifeform.', True)
('A otter is a eukaryote.', 'A otter is a eukaryote.', True)
('A otter is a animal.', 'A otter is a animal.', True)
('A owl is a lifeform.', 'A owl is a lifeform.', True)
('A owl is a eukaryote.', 'A owl is a eukaryote.', True)
('A owl is a animal.', 'A owl is a animal.', True)
('A oyster is a lifeform.', 'A oyster is a lifeform.', True)
('A oyster is a eukaryote.', 'A oyster is a eukaryote.', True)
('A oyster is a animal.', 'A oyster is a animal.', True)
('A panther is a lifeform.', 'A panther is a lifeform.', True)
('A panther is a eukaryote.', 'A panther is a eukaryote.', True)
('A panther is a animal.', 'A panther is a animal.', True)
('A parrot is a lifeform.', 'A parrot is a lifeform.', True)
('A parrot is a eukaryote.', 'A parrot is a eukaryote.', True)
('A parrot is a animal.', 'A parrot is a animal.', True)
('A partridge is a lifeform.', 'A partridge is a lifeform.', True)
('A partridge is a eukaryote.', 'A partridge is a eukaryote.', True)
('A partridge is a animal.', 'A partridge is a animal.', True)
('A peafowl is a lifeform.', 'A peafowl is a lifeform.', True)
('A peafowl is a eukaryote.', 'A peafowl is a eukaryote.', True)
('A peafowl is a animal.', 'A peafowl is a animal.', True)
('A pelican is a lifeform.', 'A pelican is a lifeform.', True)
('A pelican is a eukaryote.', 'A pelican is a eukaryote.', True)
('A pelican is a animal.', 'A pelican is a animal.', True)
('A penguin is a lifeform.', 'A penguin is a lifeform.', True)
('A penguin is a eukaryote.', 'A penguin is a eukaryote.', True)
('A penguin is a animal.', 'A penguin is a animal.', True)
('A pheasant is a lifeform.', 'A pheasant is a lifeform.', True)
('A pheasant is a eukaryote.', 'A pheasant is a eukaryote.', True)
('A pheasant is a animal.', 'A pheasant is a animal.', True)
('A pig is a lifeform.', 'A pig is a lifeform.', True)
('A pig is a eukaryote.', 'A pig is a eukaryote.', True)
('A pig is a animal.', 'A pig is a animal.', True)
('A pigeon is a lifeform.', 'A pigeon is a lifeform.', True)
('A pigeon is a eukaryote.', 'A pigeon is a eukaryote.', True)
('A pigeon is a animal.', 'A pigeon is a animal.', True)
('A pony is a lifeform.', 'A pony is a lifeform.', True)
('A pony is a eukaryote.', 'A pony is a eukaryote.', True)
('A pony is a animal.', 'A pony is a animal.', True)
('A porcupine is a lifeform.', 'A porcupine is a lifeform.', True)
('A porcupine is a eukaryote.', 'A porcupine is a eukaryote.', True)
('A porcupine is a animal.', 'A porcupine is a animal.', True)
('A porpoise is a lifeform.', 'A porpoise is a lifeform.', True)
('A porpoise is a eukaryote.', 'A porpoise is a eukaryote.', True)
('A porpoise is a animal.', 'A porpoise is a animal.', True)
('A quail is a lifeform.', 'A quail is a lifeform.', True)
('A quail is a eukaryote.', 'A quail is a eukaryote.', True)
('A quail is a animal.', 'A quail is a animal.', True)
('A quetzal is a lifeform.', 'A quetzal is a lifeform.', True)
('A quetzal is a eukaryote.', 'A quetzal is a eukaryote.', True)
('A quetzal is a animal.', 'A quetzal is a animal.', True)
('A rabbit is a lifeform.', 'A rabbit is a lifeform.', True)
('A rabbit is a eukaryote.', 'A rabbit is a eukaryote.', True)
('A rabbit is a animal.', 'A rabbit is a animal.', True)
('A raccoon is a lifeform.', 'A raccoon is a lifeform.', True)
('A raccoon is a eukaryote.', 'A raccoon is a eukaryote.', True)
('A raccoon is a animal.', 'A raccoon is a animal.', True)
('A rail is a lifeform.', 'A rail is a lifeform.', True)
('A rail is a eukaryote.', 'A rail is a eukaryote.', True)
('A rail is a animal.', 'A rail is a animal.', True)
('A ram is a lifeform.', 'A ram is a lifeform.', True)
('A ram is a eukaryote.', 'A ram is a eukaryote.', True)
('A ram is a animal.', 'A ram is a animal.', True)
('A rat is a lifeform.', 'A rat is a lifeform.', True)
('A rat is a eukaryote.', 'A rat is a eukaryote.', True)
('A rat is a animal.', 'A rat is a animal.', True)
('A raven is a lifeform.', 'A raven is a lifeform.', True)
('A raven is a eukaryote.', 'A raven is a eukaryote.', True)
('A raven is a animal.', 'A raven is a animal.', True)
('A red deer is a lifeform.', 'A red deer is a lifeform.', True)
('A red deer is a eukaryote.', 'A red deer is a eukaryote.', True)
('A red deer is a animal.', 'A red deer is a animal.', True)
('A red panda is a lifeform.', 'A red panda is a lifeform.', True)
('A red panda is a eukaryote.', 'A red panda is a eukaryote.', True)
('A red panda is a animal.', 'A red panda is a animal.', True)
('A reindeer is a lifeform.', 'A reindeer is a lifeform.', True)
('A reindeer is a eukaryote.', 'A reindeer is a eukaryote.', True)
('A reindeer is a animal.', 'A reindeer is a animal.', True)
('A rhinoceros is a lifeform.', 'A rhinoceros is a lifeform.', True)
('A rhinoceros is a eukaryote.', 'A rhinoceros is a eukaryote.', True)
('A rhinoceros is a animal.', 'A rhinoceros is a animal.', True)
('A rook is a lifeform.', 'A rook is a lifeform.', True)
('A rook is a eukaryote.', 'A rook is a eukaryote.', True)
('A rook is a animal.', 'A rook is a animal.', True)
('A salamander is a lifeform.', 'A salamander is a lifeform.', True)
('A salamander is a eukaryote.', 'A salamander is a eukaryote.', True)
('A salamander is a animal.', 'A salamander is a animal.', True)
('A salmon is a lifeform.', 'A salmon is a lifeform.', True)
('A salmon is a eukaryote.', 'A salmon is a eukaryote.', True)
('A salmon is a animal.', 'A salmon is a animal.', True)
('A sand dollar is a lifeform.', 'A sand dollar is a lifeform.', True)
('A sand dollar is a eukaryote.', 'A sand dollar is a eukaryote.', True)
('A sand dollar is a animal.', 'A sand dollar is a animal.', True)
('A sandpiper is a lifeform.', 'A sandpiper is a lifeform.', True)
('A sandpiper is a eukaryote.', 'A sandpiper is a eukaryote.', True)
('A sandpiper is a animal.', 'A sandpiper is a animal.', True)
('A sardine is a lifeform.', 'A sardine is a lifeform.', True)
('A sardine is a eukaryote.', 'A sardine is a eukaryote.', True)
('A sardine is a animal.', 'A sardine is a animal.', True)
('A scorpion is a lifeform.', 'A scorpion is a lifeform.', True)
('A scorpion is a eukaryote.', 'A scorpion is a eukaryote.', True)
('A scorpion is a animal.', 'A scorpion is a animal.', True)
('A seahorse is a lifeform.', 'A seahorse is a lifeform.', True)
('A seahorse is a eukaryote.', 'A seahorse is a eukaryote.', True)
('A seahorse is a animal.', 'A seahorse is a animal.', True)
('A seal is a lifeform.', 'A seal is a lifeform.', True)
('A seal is a eukaryote.', 'A seal is a eukaryote.', True)
('A seal is a animal.', 'A seal is a animal.', True)
('A shark is a lifeform.', 'A shark is a lifeform.', True)
