('The turtle is in the milky way galaxy.', 'The turtle is in the universe.', True)
('The gardener stomped to north carolina.', 'The gardener was in earth.', True)
('The transport controller dashed to north carolina.', 'The transport controller was in north america.', True)
('The writer traveled to north carolina.', 'The writer was in the united states of america.', True)
('The portfolio manager ran to north dakota.', 'The portfolio manager was in the universe.', True)
('The timber inspector waddled to north dakota.', 'The timber inspector was in the milky way galaxy.', True)
('The marine engineer hopped to north dakota.', 'The marine engineer was in our solar system.', True)
('The professional boxer strutted to north dakota.', 'The professional boxer was in earth.', True)
('The import consultant dashed to north dakota.', 'The import consultant was in north america.', True)
('The shipwright walked to north dakota.', 'The shipwright was in the united states of america.', True)
('The ship builder went to ohio.', 'The ship builder was in the universe.', True)
('The therapist hopped to ohio.', 'The therapist was in the milky way galaxy.', True)
('The bodyshop crawled to ohio.', 'The bodyshop was in our solar system.', True)
('The licensed premises walked to ohio.', 'The licensed premises was in earth.', True)
('The technical assistant waddled to ohio.', 'The technical assistant was in north america.', True)
('The packer strutted to ohio.', 'The packer was in the united states of america.', True)
('The literary editor sprinted to oklahoma.', 'The literary editor was in the universe.', True)
('The outdoor pursuits rushed to oklahoma.', 'The outdoor pursuits was in the milky way galaxy.', True)
('The yard manager traveled to oklahoma.', 'The yard manager was in our solar system.', True)
('The airport manager sprinted to oklahoma.', 'The airport manager was in earth.', True)
('The hot foil printer sprinted to oklahoma.', 'The hot foil printer was in north america.', True)
('The art dealer crawled to oklahoma.', 'The art dealer was in the united states of america.', True)
('The tractor driver rushed to oregon.', 'The tractor driver was in the universe.', True)
('The stone cutter journeyed to oregon.', 'The stone cutter was in the milky way galaxy.', True)
('The landlady dashed to oregon.', 'The landlady was in our solar system.', True)
('The site engineer rushed to oregon.', 'The site engineer was in earth.', True)
('The regulator sprinted to oregon.', 'The regulator was in north america.', True)
('The stock controller traveled to oregon.', 'The stock controller was in the united states of america.', True)
('The instrument supervisor sprinted to pennsylvania.', 'The instrument supervisor was in the universe.', True)
('The horticulturalist stomped to pennsylvania.', 'The horticulturalist was in the milky way galaxy.', True)
('The medical secretary hopped to pennsylvania.', 'The medical secretary was in our solar system.', True)
('The cartoonist sprinted to pennsylvania.', 'The cartoonist was in earth.', True)
('The archaeologist sauntered to pennsylvania.', 'The archaeologist was in north america.', True)
('The machine tool rushed to pennsylvania.', 'The machine tool was in the united states of america.', True)
('The tunneller went to puerto rico.', 'The tunneller was in the universe.', True)
('The property developer traveled to puerto rico.', 'The property developer was in the milky way galaxy.', True)
('The writer ambled to puerto rico.', 'The writer was in our solar system.', True)
('The picture reseacher swaggered to puerto rico.', 'The picture reseacher was in earth.', True)
('The bakery manager journeyed to puerto rico.', 'The bakery manager was in north america.', True)
('The car wash attendant ran to puerto rico.', 'The car wash attendant was in the united states of america.', True)
('The anaesthetist sauntered to rhode island.', 'The anaesthetist was in the universe.', True)
('The scientific officer hopped to rhode island.', 'The scientific officer was in the milky way galaxy.', True)
('The publishing manager journeyed to rhode island.', 'The publishing manager was in our solar system.', True)
('The post sorter strutted to rhode island.', 'The post sorter was in earth.', True)
('The furniture dealer dashed to rhode island.', 'The furniture dealer was in north america.', True)
('The administrator ran to rhode island.', 'The administrator was in the united states of america.', True)
('The applications programmer ambled to south carolina.', 'The applications programmer was in the universe.', True)
('The it trainer sauntered to south carolina.', 'The it trainer was in the milky way galaxy.', True)
('The advertising agent sprinted to south carolina.', 'The advertising agent was in our solar system.', True)
('The joinery consultant strutted to south carolina.', 'The joinery consultant was in earth.', True)
('The welfare rights officer dashed to south carolina.', 'The welfare rights officer was in north america.', True)
('The horse breeder dashed to south carolina.', 'The horse breeder was in the united states of america.', True)
('The careers officer ambled to south dakota.', 'The careers officer was in the universe.', True)
('The works manager ran to south dakota.', 'The works manager was in the milky way galaxy.', True)
('The stock manager stomped to south dakota.', 'The stock manager was in our solar system.', True)
('The bus driver strutted to south dakota.', 'The bus driver was in earth.', True)
('The archaeologist swaggered to south dakota.', 'The archaeologist was in north america.', True)
('The vehicle engineer hobbled to south dakota.', 'The vehicle engineer was in the united states of america.', True)
('The milliner ambled to tennessee.', 'The milliner was in the universe.', True)
('The interior designer traveled to tennessee.', 'The interior designer was in the milky way galaxy.', True)
('The training advisor journeyed to tennessee.', 'The training advisor was in our solar system.', True)
('The shelter warden rushed to tennessee.', 'The shelter warden was in earth.', True)
('The site engineer ambled to tennessee.', 'The site engineer was in north america.', True)
('The park attendant rushed to tennessee.', 'The park attendant was in the united states of america.', True)
('The employment swaggered to texas.', 'The employment was in the universe.', True)
('The town clerk sprinted to texas.', 'The town clerk was in the milky way galaxy.', True)
('The engineer waddled to texas.', 'The engineer was in our solar system.', True)
('The playgroup leader stomped to texas.', 'The playgroup leader was in earth.', True)
('The recreational dashed to texas.', 'The recreational was in north america.', True)
