('neighborhoods contain cities', 'neighborhoods are found in cities.', False)
('homeworkers says hospitals are composed of beds', 'Some homeworkers says hospitals consists of beds.', False)
('hop merchants says hospitals are composed of beds', 'Some hop merchants says hospitals consists of beds.', False)
('horse breeders says hospitals are composed of beds', 'Some horse breeders says hospitals consists of beds.', False)
('horse dealers says hospitals are composed of beds', 'Some horse dealers says hospitals consists of beds.', False)
('horse riding instructors says hospitals are composed of beds', 'Some horse riding instructors says hospitals consists of beds.', False)
('horse traders says hospitals are composed of beds', 'Some horse traders says hospitals consists of beds.', False)
('horse trainers says hospitals are composed of beds', 'Some horse trainers says hospitals consists of beds.', False)
('horticultural consultants says hospitals are composed of beds', 'Some horticultural consultants says hospitals consists of beds.', False)
('horticulturalists says hospitals are composed of beds', 'Some horticulturalists says hospitals consists of beds.', False)
('hosiery mechanics says hospitals are composed of beds', 'Some hosiery mechanics says hospitals consists of beds.', False)
('hosiery workers says hospitals are composed of beds', 'Some hosiery workers says hospitals consists of beds.', False)
('hospital consultants says hospitals are composed of beds', 'Some hospital consultants says hospitals consists of beds.', False)
('hospital doctors says hospitals are composed of beds', 'Some hospital doctors says hospitals consists of beds.', False)
('hospital managers says hospitals are composed of beds', 'Some hospital managers says hospitals consists of beds.', False)
('hospital orderlys says hospitals are composed of beds', 'Some hospital orderlys says hospitals consists of beds.', False)
('hospital technicians says hospitals are composed of beds', 'Some hospital technicians says hospitals consists of beds.', False)
('hospital wardens says hospitals are composed of beds', 'Some hospital wardens says hospitals consists of beds.', False)
('hospital workers says hospitals are composed of beds', 'Some hospital workers says hospitals consists of beds.', False)
('hostesss says hospitals are composed of beds', 'Some hostesss says hospitals consists of beds.', False)
('hot foil printers says hospitals are composed of beds', 'Some hot foil printers says hospitals consists of beds.', False)
('hotel consultants says hospitals are composed of beds', 'Some hotel consultants says hospitals consists of beds.', False)
('hotel workers says hospitals are composed of beds', 'Some hotel workers says hospitals consists of beds.', False)
('hoteliers says hospitals are composed of beds', 'Some hoteliers says hospitals consists of beds.', False)
('househusbands says hospitals are composed of beds', 'Some househusbands says hospitals consists of beds.', False)
('housekeepers says hospitals are composed of beds', 'Some housekeepers says hospitals consists of beds.', False)
('housewifes says hospitals are composed of beds', 'Some housewifes says hospitals consists of beds.', False)
('housing assistants says hospitals are composed of beds', 'Some housing assistants says hospitals consists of beds.', False)
('housing officers says hospitals are composed of beds', 'Some housing officers says hospitals consists of beds.', False)
('housing supervisors says hospitals are composed of beds', 'Some housing supervisors says hospitals consists of beds.', False)
('hygienists says hospitals are composed of beds', 'Some hygienists says hospitals consists of beds.', False)
('hypnotherapists says hospitals are composed of beds', 'Some hypnotherapists says hospitals consists of beds.', False)
('hypnotists says hospitals are composed of beds', 'Some hypnotists says hospitals consists of beds.', False)
('it consultants says hospitals are composed of beds', 'Some it consultants says hospitals consists of beds.', False)
('it managers says hospitals are composed of beds', 'Some it managers says hospitals consists of beds.', False)
('it trainers says hospitals are composed of beds', 'Some it trainers says hospitals consists of beds.', False)
('ice cream vendors says hospitals are composed of beds', 'Some ice cream vendors says hospitals consists of beds.', False)
('illustrators says hospitals are composed of beds', 'Some illustrators says hospitals consists of beds.', False)
('immigration officers says hospitals are composed of beds', 'Some immigration officers says hospitals consists of beds.', False)
('import consultants says hospitals are composed of beds', 'Some import consultants says hospitals consists of beds.', False)
('importers says hospitals are composed of beds', 'Some importers says hospitals consists of beds.', False)
('independent meanss says hospitals are composed of beds', 'Some independent meanss says hospitals consists of beds.', False)
('induction moulders says hospitals are composed of beds', 'Some induction moulders says hospitals consists of beds.', False)
('industrial chemists says hospitals are composed of beds', 'Some industrial chemists says hospitals consists of beds.', False)
('industrial consultants says hospitals are composed of beds', 'Some industrial consultants says hospitals consists of beds.', False)
