('The turtle is in the universe.', 'The turtle is in the milky way galaxy.', False)
('The nursing auxiliary was in the milky way galaxy.', 'The nursing auxiliary sauntered to massachusetts.', False)
('The garden designer was in our solar system.', 'The garden designer ambled to massachusetts.', False)
('The youth worker was in earth.', 'The youth worker crawled to massachusetts.', False)
('The biologist was in north america.', 'The biologist jogged to massachusetts.', False)
('The supply teacher was in the united states of america.', 'The supply teacher hopped to massachusetts.', False)
('The foundry worker was in the universe.', 'The foundry worker hobbled to michigan.', False)
('The insurance agent was in the milky way galaxy.', 'The insurance agent hobbled to michigan.', False)
('The sales engineer was in our solar system.', 'The sales engineer dashed to michigan.', False)
('The premises security was in earth.', 'The premises security traveled to michigan.', False)
('The teachers assistant was in north america.', 'The teachers assistant journeyed to michigan.', False)
('The training advisor was in the united states of america.', 'The training advisor walked to michigan.', False)
('The printer was in the universe.', 'The printer walked to minnesota.', False)
('The gamekeeper was in the milky way galaxy.', 'The gamekeeper sauntered to minnesota.', False)
('The landowner was in our solar system.', 'The landowner ambled to minnesota.', False)
('The hospital warden was in earth.', 'The hospital warden ambled to minnesota.', False)
('The accounts staff was in north america.', 'The accounts staff stomped to minnesota.', False)
('The machinist was in the united states of america.', 'The machinist crawled to minnesota.', False)
('The plumber was in the universe.', 'The plumber journeyed to mississippi.', False)
('The operations was in the milky way galaxy.', 'The operations ambled to mississippi.', False)
('The building foreman was in our solar system.', 'The building foreman swaggered to mississippi.', False)
('The building advisor was in earth.', 'The building advisor rushed to mississippi.', False)
('The gaming club manager was in north america.', 'The gaming club manager journeyed to mississippi.', False)
('The aeronautical engineer was in the united states of america.', 'The aeronautical engineer jogged to mississippi.', False)
('The pig man was in the universe.', 'The pig man waddled to missouri.', False)
('The marine electrician was in the milky way galaxy.', 'The marine electrician sprinted to missouri.', False)
('The pest controller was in our solar system.', 'The pest controller waddled to missouri.', False)
('The psychologist was in earth.', 'The psychologist jogged to missouri.', False)
('The shop assistant was in north america.', 'The shop assistant ambled to missouri.', False)
('The physiologist was in the united states of america.', 'The physiologist hobbled to missouri.', False)
('The chef was in the universe.', 'The chef stomped to montana.', False)
('The funeral director was in the milky way galaxy.', 'The funeral director dashed to montana.', False)
('The accounts clerk was in our solar system.', 'The accounts clerk ran to montana.', False)
('The records supervisor was in earth.', 'The records supervisor ran to montana.', False)
('The mathematician was in north america.', 'The mathematician hopped to montana.', False)
('The translator was in the united states of america.', 'The translator ambled to montana.', False)
('The cab driver was in the universe.', 'The cab driver walked to nebraska.', False)
('The philatelist was in the milky way galaxy.', 'The philatelist waddled to nebraska.', False)
('The landlord was in our solar system.', 'The landlord waddled to nebraska.', False)
('The astronomer was in earth.', 'The astronomer went to nebraska.', False)
('The horticulturalist was in north america.', 'The horticulturalist strutted to nebraska.', False)
('The aircraft surface finisher was in the united states of america.', 'The aircraft surface finisher stomped to nebraska.', False)
('The ship broker was in the universe.', 'The ship broker went to nevada.', False)
('The gas fitter was in the milky way galaxy.', 'The gas fitter traveled to nevada.', False)
('The administration assistant was in our solar system.', 'The administration assistant sauntered to nevada.', False)
('The salesman was in earth.', 'The salesman ran to nevada.', False)
('The civil servant was in north america.', 'The civil servant went to nevada.', False)
('The history teacher was in the united states of america.', 'The history teacher strutted to nevada.', False)
('The ship builder was in the universe.', 'The ship builder hobbled to new hampshire.', False)
('The milkman was in the milky way galaxy.', 'The milkman jogged to new hampshire.', False)
('The gilder was in our solar system.', 'The gilder walked to new hampshire.', False)
('The security consultant was in earth.', 'The security consultant stomped to new hampshire.', False)
('The loss adjustor was in north america.', 'The loss adjustor dashed to new hampshire.', False)
('The betting shop was in the united states of america.', 'The betting shop hopped to new hampshire.', False)
('The production manager was in the universe.', 'The production manager dashed to new jersey.', False)
('The gambler was in the milky way galaxy.', 'The gambler traveled to new jersey.', False)
('The decorator was in our solar system.', 'The decorator strutted to new jersey.', False)
('The lawyer was in earth.', 'The lawyer ambled to new jersey.', False)
('The hotelier was in north america.', 'The hotelier ambled to new jersey.', False)
('The market researcher was in the united states of america.', 'The market researcher hopped to new jersey.', False)
('The payroll assistant was in the universe.', 'The payroll assistant sauntered to new mexico.', False)
('The stockman was in the milky way galaxy.', 'The stockman traveled to new mexico.', False)
('The motor engineer was in our solar system.', 'The motor engineer waddled to new mexico.', False)
('The marine engineer was in earth.', 'The marine engineer stomped to new mexico.', False)
('The advertising contractor was in north america.', 'The advertising contractor swaggered to new mexico.', False)
('The tax advisor was in the united states of america.', 'The tax advisor stomped to new mexico.', False)
('The post sorter was in the universe.', 'The post sorter traveled to new york.', False)
('The warehouse manager was in the milky way galaxy.', 'The warehouse manager sprinted to new york.', False)
('The furniture remover was in our solar system.', 'The furniture remover ran to new york.', False)
('The carphone fitter was in earth.', 'The carphone fitter crawled to new york.', False)
('The personnel officer was in north america.', 'The personnel officer swaggered to new york.', False)
('The riveter was in the united states of america.', 'The riveter jogged to new york.', False)
('The training co-ordinator was in the universe.', 'The training co-ordinator ambled to new york city.', False)
('The cafe staff was in the milky way galaxy.', 'The cafe staff sprinted to new york city.', False)
('The dealer was in our solar system.', 'The dealer jogged to new york city.', False)
('The church officer was in earth.', 'The church officer journeyed to new york city.', False)
('The local government was in north america.', 'The local government hobbled to new york city.', False)
('The pilot was in the united states of america.', 'The pilot journeyed to new york city.', False)
('The mining consultant was in new york.', 'The mining consultant hopped to new york city.', False)
('The fund raiser was in the universe.', 'The fund raiser dashed to the bronx.', False)
('The floor layer was in the milky way galaxy.', 'The floor layer swaggered to the bronx.', False)
('The pastry chef was in our solar system.', 'The pastry chef sprinted to the bronx.', False)
('The studio manager was in earth.', 'The studio manager strutted to the bronx.', False)
('The transport controller was in north america.', 'The transport controller jogged to the bronx.', False)
